PMID,Title,Authors,Year,Journal,Abstract,PRELIM_DECISION,Missing_Performance_Metric,Reviewer_1_Decision,Reviewer_2_Decision,Conflict
32746812,How to predict early clinical outcomes and evaluate the quality of primary total knee arthroplasty: a new scoring system based on lower-extremity angles of alignment.,Chen Z; Deng Z; Li Q; Chen J; Ma Y; Zheng Q,2020,BMC musculoskeletal disorders,"A method that can accurately predict the outcome of surgery can give patients timely feedback. In addition, to some extent, an objective evaluation method can help the surgeon quickly summarize the patient's surgical experience and lessen dependence on the long wait for follow-up results. However, there was still no precise tool to predict clinical outcomes of total knee arthroplasty (TKA). This study aimed to develop a scoring system to predict clinical results of TKA and then grade the quality of TKA. We retrospectively reviewed 98 primary TKAs performed between April 2013 and March 2017 to determine predictors of clinical outcomes among lower-extremity angles of alignment. Applying multivariable linear-regression analysis, we built Models (i) and (ii) to predict detailed clinical outcomes which were evaluated using the Knee Society Score (KSS). Multivariable logistic-regression analysis was used to establish Model (iii) to predict probability of getting a good clinical outcome (PGGCO) which was evaluated by Knee Injury and Osteoarthritis Outcome Score (KOOS) score. Finally, we designed a new scoring system consisting of 3 prediction models and presented a method of grading TKA quality. Thirty primary TKAs between April and December 2017 were enrolled for external validation. We set up a scoring system consisting of 3 models. The interpretations of Model (i) and (ii) were good (R2 = 0.756 and 0.764, respectively). Model (iii) displayed good discrimination, with an area under the curve (AUC) of 0.936, and good calibration according to the calibration curve. Quality of surgery was stratified as follows: ""A"" = PGGCO ≥0.8, ""B"" = PGGCO ≤0.6 but < 0.8, and ""C"" = PGGCO < 0.6. The scoring system performed well in external validation. This study first developed a validated, evidence-based scoring system based on lower-extremity angles of alignment to predict early clinical outcomes and to objectively evaluate the quality of TKA.",PRELIM_INCLUDE,N,,,
32732146,The predictive significance of bone mineral density on postoperative pain relief in knee osteoarthritis patients after total knee arthroplasty: A prediction model.,Li Y; Ou Y; Zhu Y; Zhao Z; He B; Xu S; Yu H,2021,Journal of orthopaedic science : official journal of the Japanese Orthopaedic Association,"Bone mineral density (BMD) may be an important factor affecting the clinical outcomes after total knee arthroplasty (TKA). However, further information regarding BMD in postoperative pain relief is not present yet. This study aims to gain further insight into the predictive significance of BMD in postoperative pain relief in knee osteoarthritis (KOA) patients after TKA. 156 KOA patients treated by TKA were included in this study. Visual analogue scale (VAS) was used to measure the pain intensity in patients within one year after TKA. The patients were divided into good pain relief group (the improvement of VAS ≥ 3) and poor pain relief group (the improvement of VAS < 3). BMD and other clinical characteristics were also collected. Logistic regression analysis and receiver operating characteristic curve (ROC curve) were used to evaluate the predictive significance of BMD. Subgroup analysis was used to compare the difference of postoperative pain between High BMD group and Low BMD group extra. 34 (21.8%) patients had poor pain relief after TKA. Logistic regression analysis indicated that age, BMD, preoperative hospital for special surgery (HSS) scores, preoperative VAS score and postoperative posterior slope angles (PSA) were the risk factors of poor pain relief (P < 0.05). Using BMD as a predictor, the optimum cut-off value of poor pain relief was T-level = -3.0 SD in the ROC curve, where sensitivity and specificity were 73.5% and 83.7%, respectively. Based on this cut-off value, obvious pain relief was observed in the High BMD group compared with Low BMD group from the 6th month after TKA in the subgroup analysis (P < 0.05). BMD is an effective predictor for postoperative pain relief in KOA patients after TKA, and the poor pain relief should be fully considered especially when BMD T-level ≤ -3.0 SD.",PRELIM_INCLUDE,N,,,
32712118,Association of Pain on Hospital Discharge with the Risk of 30-Day Readmission in Patients with Total Hip and Knee Replacement.,Hong I; Westra JR; Goodwin JS; Karmarkar A; Kuo YF; Ottenbacher KJ,2020,The Journal of arthroplasty,"It is not clear if there is a risk of 30-day readmissions following total hip and knee arthroplasty in patients reporting high levels of pain at hospital discharge. We examined the relationship between post-surgical pain on the day of discharge and 30-day readmission in patients who received total knee and hip arthroplasty. Retrospective cohort study was conducted of patients who received total knee (n = 155,284) or hip arthroplasty (n = 89,283) from 2011 to 2018 using electronic health records from the Optum database. Four categories of pain at discharge were created, from none to severe. Multivariate logistic regression models to predict 30-day all-cause readmission were adjusted for patient and clinical characteristics and built separately for knee and hip arthroplasty patients. Mean ages for hip and knee patients were 64.4 (standard deviation 11.3) and 65.7 (standard deviation 9.7) years, respectively. The majority of patients were female (hip: 54.4%; knee: 61.5%). The unadjusted rate of 30-day readmission was 3.54% for hip replacement and 3.66% for knee replacement. In models adjusted for patient and clinical characteristics, for patients with total hip replacement, the odds of 30-day readmission for those with severe pain score at discharge vs those with no pain at discharge were 1.60 (95% confidence interval 1.33-1.92). Similarly, readmission likelihood increased as pain at discharge increased (severe pain vs no pain) for patients with total knee arthroplasty (odds ratio 1.38, 95% confidence interval 1.19-1.59). Our findings demonstrated that the pain scores on the day of discharge are associated with 30-day hospital readmission.",NEEDS_REVIEW,,,,
32710668,Does the order of total hip replacement and lumbar spinal stenosis surgery influence patient-reported outcomes: An observational register study.,Eneqvist T; Bülow E; Nemes S; Brisby H; Fritzell P; Rolfson O,2021,Journal of orthopaedic research : official publication of the Orthopaedic Research Society,"Patients with degenerative hip and lumbar spine disorders requiring surgery in both locations is fairly common in clinical practice. We investigated if the order of total hip replacement (THR) and lumbar spinal stenosis surgery (LSSS) influences patient-reported outcomes (PROs). We used data from the Swedish Hip Arthroplasty Register (SHAR) and the Swedish Spine Register (Swespine), on patients operated with THR and LSSS in years 2002 to 2012. To increase the probability of having symptomatic disorders in both locations at the time of the first surgery, we only included patients with both LSSS and THR performed within 2 years. Linear and logistic regression analyses adjusted for age, sex, preoperative PROs, and time between surgeries were used to investigate the association between order of surgeries and the generic PRO measurements EQ-5D and EQ VAS. Eighty-four patients had THR prior to LSSS and 171 patients LSSS prior to THR. Linear regression showed that LSSS prior to THR was associated with higher EQ-5D index (B = 0.09, 95% confidence interval [CI] 0.03-0.16) and EQ VAS (B = 5.6, 95% CI 0.4-10.9) 1 year after the last surgery. Logistic regression showed that the odds ratio [OR] for not having any problems in the ""pain"" (OR = 3.0, 95% CI 1.5-6.3) and ""anxiety/depression"" (OR = 2.3, 95% CI 1.3-4.1) dimensions were higher for LSSS before THR. In our cohort, LSSS before THR was associated with better health-related quality of life outcomes compared to the reverse order. The results from our cohort can be helpful in a clinical situation where the physician gives advice to an individual patient when choosing the order of procedures. However, further studies are necessary in order to confirm these results in other cohorts. At present, standard of care remains that order of surgery should be individualized for each patient, with guidance from the operating surgeons.",PRELIM_EXCLUDE,,,,
32690429,Mortality and Complications in Patients with Metastatic Disease after Primary Total Hip and Total Knee Arthroplasty.,Sloan M; Lee GC,2020,The Journal of arthroplasty,"Although palliative therapies such as radiation are usually performed to improve quality of life in patients with metastatic disease, arthroplasty for joint pain may be indicated in some cases. Therefore, the purpose of this study is to evaluate the 30-day mortality risk, the risk of complications including infection and venous thromboembolic events, and the rate of 30-day reoperations and readmissions in patients with metastatic disease undergoing primary total hip and total knee arthroplasty (THA/TKA). We reviewed the National Surgical Quality Improvement Program database from 2008 to 2018 to evaluate rates of postoperative complications after elective primary THA/TKA in patients with disseminated cancer. After exclusions, 205,007 patients undergoing primary THA and 352,337 undergoing primary TKA were retained for analysis: 942 (0.2%) with disseminated cancer. Chi-square was used to compare proportions between groups. Univariate and multivariate logistic regression was used to model the odds ratio of patients with disseminated cancer compared with those without disseminated cancer. After adjustment for covariates, patients with disseminated cancer had a higher risk of death (OR: 5.25, 95% CI: 2.47-11.17), any complication (OR: 1.95, 95% CI: 1.63-2.33), deep venous thrombosis (OR: 2.39, 95% CI: 1.32-4.35), pulmonary embolism (OR: 3.07, 95% CI: 1.52-6.17), cardiovascular complications (OR: 2.98, 95% CI: 1.47-6.04), transfusion (OR: 2.21, 95% CI: 1.82-2.69), reoperations (OR: 1.89, 95% CI: 1.28-2.78), readmissions (OR: 2.51, 95% CI: 1.95-3.23), and longer length of stay (4.3 vs 2.7 days). Patients with disseminated cancer have significantly elevated risk of complications after elective primary THA/TKA. Understanding the severity of complications is critical to the risk-benefit analysis that confronts patients and surgeons considering surgery. II.",NEEDS_REVIEW,,,,
32670136,Improving Patient Outcomes Following Total Knee Arthroplasty: Identifying Rehabilitation Pathways Based on Modifiable Psychological Risk and Resilience Factors.,Ditton E; Johnson S; Hodyl N; Flynn T; Pollack M; Ribbons K; Walker FR; Nilsson M,2020,Frontiers in psychology,"Total knee arthroplasty (TKA) is a commonly implemented elective surgical treatment for end-stage osteoarthritis of the knee, demonstrating high success rates when assessed by objective medical outcomes. However, a considerable proportion of TKA patients report significant dissatisfaction postoperatively, related to enduring pain, functional limitations, and diminished quality of life. In this conceptual analysis, we highlight the importance of assessing patient-centered outcomes routinely in clinical practice, as these measures provide important information regarding whether surgery and postoperative rehabilitation interventions have effectively remediated patients' real-world ""quality of life"" experiences. We propose a novel precision medicine approach to improving patient-centered TKA outcomes through the development of a multivariate machine-learning model. The primary aim of this model is to predict individual postoperative recovery trajectories. Uniquely, this model will be developed using an interdisciplinary methodology involving non-linear analysis of the unique contributions of a range of preoperative risk and resilience factors to patient-centered TKA outcomes. Of particular importance to the model's predictive power is the inclusion of a comprehensive assessment of modifiable psychological risk and resilience factors that have demonstrated relationships with TKA and other conditions in some studies. Despite the potential for patient psychological factors to limit recovery, they are typically not routinely assessed preoperatively in this patient group, and thus can be overlooked in rehabilitative referral and intervention decision-making. This represents a research-to-practice gap that may contribute to adverse patient-centered outcomes. Incorporating psychological risk and resilience factors into a multivariate prediction model could improve the detection of patients at risk of sub-optimal outcomes following TKA. This could provide surgeons and rehabilitation providers with a simplified tool to inform postoperative referral and intervention decision-making related to a range of interdisciplinary domains outside their usual purview. The proposed approach could facilitate the development and provision of more targeted rehabilitative interventions on the basis of identified individual needs. The roles of several modifiable psychological risk and resilience factors in recovery are summarized, and intervention options are briefly presented. While focusing on rehabilitation following TKA, we advocate for the broader utilization of multivariate prediction models to inform individually tailored interventions targeting a range of health conditions.",PRELIM_INCLUDE,Y,,,
32651804,Patient-reported outcome measures (PROMs): can they be used to guide patient-centered care and optimize outcomes in total knee replacement?,Tew M; Dalziel K; Clarke P; Smith A; Choong PF; Dowsey M,2020,"Quality of life research : an international journal of quality of life aspects of treatment, care and rehabilitation","As patient-reported outcome measures (PROMs) are increasingly integrated into clinical practice, there is a need to translate collected data into valuable information to guide and improve the quality and value of patient care. The purpose of this study was to investigate health-related quality-of-life (QoL) trajectories in the 5 years following total knee replacement (TKR) and the patient characteristics associated with these trajectories. The feasibility of translating QoL trajectories into valuable information for guiding patient-centered care was also explored. Data on patients who underwent TKR between 2006 and 2011 from a single-institution registry were extracted including patient-reported QoL (captured using the Short Form Survey (SF-12) instrument) up to 5 years post-surgery. QoL trajectories were modelled using latent class growth analysis. Quality-adjusted life-years (QALYs) were calculated to illustrate longer term health benefit. Multinomial logistic regression analyses were performed to examine the association between trajectory groups and baseline patient characteristics. After exclusions, 1553 patients out of 1892 were included in the analysis. Six unique QoL trajectories were identified; with differing levels at baseline and improvement patterns post-surgery. Only 18.4% of patients were identified to be in the most positive QoL trajectory (low baseline, large sustainable improvement after surgery) associated with the greatest gain in QALY. These patients were likely to be younger, have no co-morbidities and report greater pain at pre-surgery than most in other QoL trajectories. Our findings demonstrate the importance of underlying heterogeneity in QoL trajectories, resulting in variable QALY gains. There is scope in translating routinely collected PROMs to improve shared decision-making allowing for more patient engagement. However, further research is required to identify suitable approaches of its implementation into practice to guide clinical care and maximize patient outcomes.",NEEDS_REVIEW,,,,
32604156,What Is the Survivorship After Hip Arthroscopy for Femoroacetabular Impingement? A Large-database Study.,Yao JJ; Cook SB; Gee AO; Kweon CY; Hagen MS,2020,Clinical orthopaedics and related research,"Patients with femoroacetabular impingement (FAI) may experience lasting clinical improvement after hip arthroscopy; however, some patients will still eventually undergo early conversion to THA due to unresolved symptoms and progression of arthritis. However, the risk of this has been only incompletely characterized in prior studies. Using a large healthcare claims database over a 5-year period (2011-2016), we asked: (1) What is the survivorship free from THA after arthroscopic osteoplasty performed for FAI? (2) What identifiable demographic factors and patient characteristics are associated with early conversion to THA after hip arthroscopy performed for FAI? We included all patients who underwent hip arthroscopy for FAI, between the ages of 12 years and 63 years, with 3 months of claims data before hip arthroscopy and minimum 2-year follow-up. A total of 4730 hip arthroscopy patients from 2011 to 2014 were retrieved from a US commercial claims database. Hip arthroscopy incidence doubled over time from 1.2 to 2.1 persons per 100,000. Temporal trends, patient demographics, diagnoses at time of arthroscopy, and patient comorbidities were retrieved and logistic regression performed. Survivorship analysis on 11,323 patients (lifting the 2-year follow-up requirement) was also performed to identify independent variables associated with early risk of conversion to THA. In patients undergoing hip arthroscopy for FAI, the overall proportion of conversion to THA within 2 years after hip arthroscopy was 7% (338 of 4730). After controlling for confounding variables such as sex, obesity, and depression, we found the following were independently associated with increased odds of conversion to THA: older age (odds ratio 1.08 [95% CI 1.01 to 1.10]; p < 0.001), osteoarthritis (OR 2.91 [95% CI 2.27 to 3.77]; p < 0.001), joint inflammation (OR 1.89 [95% CI 1.16 to 3.09]; p = 0.01), and a history of opioid use (OR 2.17 [95% CI 1.69 to 2.79]; p < 0.001). Survivorship analysis similarly revealed that older age (hazard ratio 1.08 [95% CI 1.07 to 1.09]; p < 0.001), osteoarthritis (HR 2.53 [95% CI 2.13 to 3.01]; p < 0.001), joint inflammation (HR 1.53 [95% CI 1.10 to 2.11]; p = 0.01), a history of opioid use (HR 2.02 [95% CI 1.71 to 2.38]; p < 0.001), and smoking (HR 1.55 [95% CI 1.14 to 2.11]; p = 0.005), were independently associated with increased odds of conversion to THA within 2 years after hip arthroscopy for FAI. Although the findings of this study are limited and should not be taken in isolation, patients with FAI who are older, carry diagnoses of inflammatory or degenerative articular disease, or who use opioids or smoke should be counseled about a potentially increased risk of undergoing early conversion to THA after hip arthroscopy. Future studies to further examine the effect of these diagnoses in prospectively collected cohorts, incorporating radiographic and patient-reported outcome measures, are needed. Level III, prognostic study.",NEEDS_REVIEW,,,,
32595003,Predictors of Patient Satisfaction Following Primary Total Knee Arthroplasty: Results from a Traditional Statistical Model and a Machine Learning Algorithm.,Farooq H; Deckard ER; Ziemba-Davis M; Madsen A; Meneghini RM,2020,The Journal of arthroplasty,"It is well-documented in the orthopedic literature that 1 in 5 patients are dissatisfied following total knee arthroplasty (TKA). However, multiple statistical models have failed to explain the causes of dissatisfaction. Furthermore, payers are interested in using patient-reported satisfaction scores to adjust surgeon reimbursement rates without a full understanding of the influencing parameters. The purpose of this study was to more comprehensively identify predictors of satisfaction and compare results using both a statistical model and a machine learning (ML) algorithm. A retrospective review of consecutive TKAs performed by 2 surgeons was conducted. Identical perioperative protocols were utilized by both surgeons. Patients were grouped as satisfied or unsatisfied based on self-reported satisfaction scores. Fifteen variables were correlated with satisfaction using binary logistic regression and stochastic gradient boosted ML models. In total, 1325 consecutive TKAs were performed. After exclusions, 897 TKAs were available with minimum 1-year follow-up. Overall, 85.3% of patients were satisfied. Older age generation and performing surgeon were predictors of satisfaction in both models. The ML model also retained cruciate-retaining/condylar-stabilizing implant; lack of inflammatory conditions, preoperative narcotic use, depression, and lumbar spine pain; female gender; and a preserved posterior cruciate ligament as predictors of satisfaction which allowed for a significantly higher area under the receiver operator characteristic curve compared to the binary logistic regression model (0.81 vs 0.60). Findings indicate that patient satisfaction may be multifactorial with some factors beyond the scope of a surgeon's control. Further study is warranted to investigate predictors of patient satisfaction particularly with awareness of differences in results between traditional statistical models and ML algorithms. Therapeutic Level III.",PRELIM_EXCLUDE,,,,
32576163,Minimal important differences for the WOMAC osteoarthritis index and the Forgotten Joint Score-12 in total knee arthroplasty patients.,Holtz N; Hamilton DF; Giesinger JM; Jost B; Giesinger K,2020,BMC musculoskeletal disorders,"Total knee arthroplasty (TKA) is an effective treatment for end-stage osteoarthritis. Patient reported-outcome measures (PROMs) capture the patients' perception of the success of an intervention. The minimal important difference (MID) is an important characteristic of the PROM, which helps to interpret results. The aim of this study was to identify the MID for the Forgotten Joint Score-12 (FJS-12) and Western Ontario and McMaster Universities (WOMAC) osteoarthritis index. Data were collected in a prospective cohort study. Patients were asked to complete the FJS-12, WOMAC osteoarthritis index and transition items evaluating change over time to determine the MID. We employed an anchor-based methodology relating score change to the response categories of the transition items using both binary logistic regression and receiver operating characteristic (ROC) analysis. Data from 199 patients were analysed. Mean age was 72.3 years, 58% were women. Employing binary logistic regression the MID for the FJS-12 was 10.8 points, for the WOMAC pain score 7.5 points and for the WOMAC function score 7.2 points. ROC analyses found a MID of 13.0 points for the FJS-12, 12.5 points for WOMAC pain and 14.7 points for WOMAC function. We report MIDs for the FJS-12 and the WOMAC Pain and Function scales in a TKA patient cohort, which can be used to interpret meaningful differences in score. In line with previous research, we found more advanced statistical methods to result in smaller MID estimates for both scores. Written consent for this study was obtained from all participants and ethical approval was granted by the local ethics committee (Ethikkommission St. Gallen; EKSG 14/973; Registered 03 July 2014; http://www.sg.ch/home/gesundheit/ethikkommission.html).",NEEDS_REVIEW,,,,
32563423,Predicting self-reported functional improvement one year after primary total knee arthroplasty using pre- and postoperative patient-reported outcome measures.,Vissers LCM; van Hove RP; van der Zwaard BC,2020,The Knee,"Approximately 20% of patients do not perceive functional improvement after a primary total knee arthroplasty (TKA). This study aims to assess which patient-related and clinical determinants at baseline and six months postoperative can predict lack of self-reported functional improvement at 12 months after primary TKA. In a retrospective cohort study of 569 patients who received a primary TKA between 2015 and 2018, self-reported functional improvement, measured as ≥7 points increase in Oxford Knee Score (OKS) from baseline to 12 months postoperative, was assessed. Patient characteristics and patient-reported variables at baseline and six months postoperative were entered in a logistic regression model with manual backward elimination. Incidence of functional improvement in this study was 73%. Preoperative variables were no strong predictors of the outcome. An increase in pain between baseline and six months postoperative was a risk factor for not functionally improving (odds ratio (OR) 1.13 (95% confidence interval (CI) 1.03-1.23)). An improvement in knee pain and function was a protective factor for lacking functional improvement (OR 0.78 (95% CI 0.74-0.82)). The prediction model explained 44% of variance and showed good calibration and discrimination. Sensitivity and specificity were 82% and 76%, respectively. Using pre- and postoperative variables, a prediction model for self-reported functional improvement one year after TKA was developed. This prediction tool was easy to use at six months postoperative and allowed identification of patients at high risk for not functionally improving one year after TKA. This could facilitate early interventions directed at functional improvement after TKA.",PRELIM_INCLUDE,N,,,
32503503,Which disease-related factors influence patients' and physicians' willingness to consider joint replacement in hip and knee OA? Results of a questionnaire survey linked to claims data.,Postler A; Goronzy J; Günther KP; Lange T; Redeker I; Schmitt J; Zink A; Callhoff J,2020,BMC musculoskeletal disorders,"A great heterogeneity in total joint replacement (TJR) rates has been reported for osteoarthritis (OA), most likely arising from a gap between patients' and physicians' views on the need for TJR. The purpose of this study therefore was to analyze potential cofactors which might influence the desire of patients to undergo TJR and physicians' willingness to discuss surgery with their patients. A total of 8995 patients in Germany with a claims data diagnosis of hip or knee OA or polyarthrosis were asked to complete a questionnaire for this cross-sectional study of sociodemographic factors, indicators of current joint function (WOMAC score), willingness to undergo TJR and whether they had already discussed TJR with a physician. The overall response rate was 40%. Responders with polyarthrosis and individuals without current or chronic symptoms in the corresponding joints, pain in already replaced joints or simultaneous symptomatic hip and knee OA were excluded. We linked the survey results to claims data. Separate logistic regression models were used to assess which parameters were associated with patients' willingness to undergo TJR and physicians' discussion of surgery. We analyzed 478 hip OA and 932 knee OA patients. Just 17% with hip OA and 14% with knee OA were willing to undergo TJR, although 44 and 45% had already discussed surgery with their physicians. Patients' willingness was associated with higher WOMAC scores, a deterioration of symptoms over the last 2 years, and previous TJR for another joint. The discussion with a physician was influenced by the impact on personal life and previous arthroplasty. Older age (odds Ratio (OR) 1.2 per 10 years), male sex (OR 0.69 vs female), longer symptom duration (OR 1.08 per 5 years), deterioration of symptoms (OR 2.0 vs no change/improvement), a higher WOMAC score (OR 1.3 per 10% deterioration) and reduced well-being (OR 1.1 per 10% deterioration) were associated with physician discussion in knee OA patients. The proportion of patients willing to undergo TJR is lower than the proportion in whom physicians discuss surgery. While previous TJR seems to enhance patients' and surgeons' willingness, the influence of other cofactors is heterogeneous.",NEEDS_REVIEW,,,,
32485423,Associations between gait analysis parameters and patient satisfaction one year following primary total knee arthroplasty.,Bonnefoy-Mazure A; Favre T; Praplan G; Armand S; Sagawa Junior Y; Hannouche D; Turcot K; Lübbeke A; Miozzari HH,2020,Gait & posture,"The purpose of this prospective study was to understand the relation between gait outcomes and patient satisfaction one year after total knee arthroplasty (TKA). Seventy-nine patients were evaluated before and one year after TKA using clinical gait analysis. Specific gait outcomes were analyzed: gait speed, stance phase, range of motion (ROM) knee flexion and maximal knee flexion. The parameters of interest selected for the statistical analysis were: gait speed and maximal knee flexion during gait. The Western Ontario and MacMaster Osteoarthritis Index (WOMAC) and patient satisfaction were also assessed. The satisfaction was evaluated using a questionnaire and was splited in five categories: very unsatisfied, unsatisfied, neutral, satisfied or very satisfied. To assess associations between patient satisfaction and maximal knee flexion during gait and gait speed, an unadjusted ordinal logistic regression analysis was used. The analysis was then adjusted for covariates: age and Body Mass Index (BMI) before surgery and WOMAC pain one year after surgery. All gait outcomes after TKA had significantly improved. The ordinal logistic regression analysis found significant associations between patient satisfaction and maximal knee flexion after TKA (unadjusted and adjusted) but not for gait speed. These findings show that all patients improved their gait outcomes one year after TKA but only a higher maximal knee flexion during gait may influence the level of patient satisfaction.",NEEDS_REVIEW,,,,
32423756,Tranexamic Acid Does Not Reduce the Risk of Transfusion in Rheumatoid Arthritis Patients Undergoing Total Joint Arthroplasty.,Morse KW; Heinz NK; Abolade JM; Wright-Chisem JI; Russell LA; Zhang M; Mirza SZ; Orange DE; Figgie MP; Sculco PK; Goodman SM,2020,The Journal of arthroplasty,"Patients with rheumatoid arthritis (RA) receive transfusions more often than patients with osteoarthritis following lower extremity total joint arthroplasty (TJA), but mitigating factors are not described. Tranexamic acid (TXA) is widely used to reduce blood loss in patients undergoing TJA, but its effect on transfusion rates in patients with RA has not been studied. We retrospectively reviewed data from a prospectively collected cohort of patients with RA undergoing TJA. Disease activity measured by Clinical Disease Activity Index, patient-reported outcome measures, and serologies was obtained. Baseline characteristics were summarized and compared. Transfusion requirements and TXA usage were obtained from chart review. Logistic regression was used to determine factors associated with transfusion in RA patients undergoing TJA. The cohort included 252 patients, mostly women with longstanding RA and end-stage arthritis requiring TJA. In multivariate analysis, 1 g/dL decrease in baseline hemoglobin (odds ratio [OR] = 0.394, 95% confidence interval [CI] [0.232, 0.669], P = .001), 1-minute increase in surgical duration (OR = 1.022, 95% CI [1.008, 1.037], P = .003), and 1-point increase in Clinical Disease Activity Index (OR = 1.079, 95% CI [1.001, 1.162]) were associated with increased risk of transfusion. TXA use was not associated with decreased risk of postoperative transfusion. Preoperative health optimization should include assessment and treatment of anemia in RA patients before TJA, as preoperative hemoglobin level is the main risk factor for postoperative transfusion. Increased disease activity and increased surgical time were independent risk factors for postoperative transfusion but are less modifiable. While TXA did not decrease transfusion risk in this population, a prospective trial is needed to confirm this. IV.",NEEDS_REVIEW,,,,
32403150,Primary Total Knee Arthroplasty: Correlation between Preoperative Radiographic Severity of Arthritis and Postoperative Patient Satisfaction.,Rooks K; Houdek D; Obaid H; Dust W,2021,The journal of knee surgery,"Predicting postoperative outcomes following total knee arthroplasty (TKA) is important for patient selection. This study focuses on patient-reported outcomes and satisfaction in relation to preoperative radiographic arthritis severity. A retrospective chart review of 420 TKAs was performed. Patient satisfaction was determined using a structured telephone survey with questions focused on degree of satisfaction whether they would have surgery again and their ability to kneel. The radiographic severity of the arthritis of the tibiofemoral joint was graded by a musculoskeletal radiologist using the Kellgren-Lawrence grading scale. The patellofemoral compartment was graded using the scale described by Jones et al. Those grouped as severe arthritis had an overall satisfaction rate of 96% (76% fully satisfied and 20% partially satisfied) compared with 82% of the time (64% fully satisfied and 18% partially satisfied) if their arthritis was mild. Postoperatively 51% of TKA patients were able to kneel. Univariate logistic regression showed an association between higher rates of satisfaction and male gender (p = 0.053), severity of preoperative radiographic arthritis (p = 0.034) those who would have surgery again (p ≤ 0.0001) and those able to kneel (p = 0.005). Patients should be informed preoperatively that if their arthritis is only mild radiographically, their outcomes are less predictable. There should also be a discussion surrounding kneeling and activities patients do, which may require kneeling, as many are unable to kneel postoperatively. The Level of Evidence for the study is III.",NEEDS_REVIEW,,,,
32384460,Postoperative outcomes after total hip arthroplasty in patients with Parkinson disease: A protocol of case control study.,Zhang Y; Xiong K; Li R; Yang L,2020,Medicine,"Parkinson disease (PD) is a progressive neuromuscular disease associated with bradykinesia, tremor, and postural instability. We aimed to compare outcomes and complications of total hip arthroplasty (THA) between patients with PD and those without. A single institution retrospective cohort from 2000 to 2018 was reviewed. PD patients were matched 1:2 with non-PD control patients for age, gender, American Society of Anesthesiologists score, and body mass index using a propensity score matching procedure. The primary outcome measures were postoperative complications and revision between PD and cohort groups. Secondary outcome measures were Harris Hip Score, hip range of motion, patient satisfaction, and surgery time. Univariable and multivariable logistic regression were used to determine the relationship between PD and surgical outcomes in the matched cohort. Using prospectively collated data, we identified 35 PD patients after primary THA. A control cohort of 70 primary THA patients was matched. Our hypothesis was that PD would have adverse impact on complication rates, range of movement, or improvement in functional outcome after subsequent THA. This study protocol was registered in Research Registry (researchregistry5446).",NEEDS_REVIEW,,,,
32369985,Predicting Total Knee Replacement from Symptomology and Radiographic Structural Change Using Artificial Neural Networks-Data from the Osteoarthritis Initiative (OAI).,Heisinger S; Hitzl W; Hobusch GM; Windhager R; Cotofana S,2020,Journal of clinical medicine,"The aim of the study was to longitudinally investigate symptomatic and structural factors prior to total knee replacement (TKR) surgery in order to identify influential factors that can predict a patient's need for TKR surgery. In total, 165 participants (60% females; 64.5 ± 8.4 years; 29.7 ± 4.7 kg/m2) receiving a TKR in any of both knees within a four-year period were analyzed. Radiographic change, knee pain, knee function and quality of life were annually assessed prior to the TKR procedure. Self-learning artificial neural networks were applied to identify driving factors for the surgical procedure. Significant worsening of radiographic structural change was observed prior to TKR (p ≤ 0.0046), whereas knee symptoms (pain, function, quality of life) worsened significantly only in the year prior to the TKR procedure. By using our prediction model, we were able to predict correctly 80% of the classified individuals to undergo TKR surgery with a positive predictive value of 84% and a negative predictive value of 73%. Our prediction model offers the opportunity to assess a patient's need for TKR surgery two years in advance based on easily available patient data and could therefore be used in a primary care setting.",PRELIM_INCLUDE,Y,,,
32356292,Implant Alignment and Patient Factors Affecting the Short-Term Patient-Reported Clinical Outcomes after Oxford Unicompartmental Knee Arthroplasty.,Yamagami R; Inui H; Taketomi S; Kono K; Kawaguchi K; Takagi K; Kage T; Sameshima S; Tanaka S,2021,The journal of knee surgery,"This study aims at clarifying implant alignment and other patient factors' influence on clinical outcomes, particularly on patient-reported outcomes (PRO), following Oxford unicompartmental knee arthroplasty (OUKA). A total of 142 patients after OUKA were divided into two groups according to the validated Japanese version of the knee injury and osteoarthritis outcome score (KOOS) for each subscale of pain, symptoms, and activities of daily living (ADL) at postoperative year 1 and 2: group 1 had ≥80 scores and group 2 had <80 scores. Postoperative clinical and radiographical findings were then compared among groups in each subscale. Using postoperative year 1 and 2 data, a multivariable logistic regression analysis was conducted to clarify factors for clinical outcomes' improvement. In the analysis of KOOS subscale of symptoms at postoperative year 1, gender distribution, preoperative body mass index, and postoperative maximum knee flexion angles differed significantly among groups. In the analysis for KOOS subscale of ADL, significant differences were observed in postoperative tibial component varus angles. Multivariable logistic regression analysis revealed that all of these parameters significantly related to ≥80 KOOS scores of each subscale at postoperative year 1. Additionally, at postoperative year 2, larger postoperative knee flexion angles and tibial component varus angles related to ≥80 KOOS subscale of symptoms and ADL were observed. In conclusion, tibial component's larger varus alignment was associated with the better PRO at both 1 and 2 years after OUKA. Importantly, larger postoperative knee flexion angle helped achieve good short-term PRO after OUKA.",PRELIM_EXCLUDE,,,,
