item_key,title,authors,year,source,doi,decision,reason,model,prompt_version,screened_at
10.3389/fmed.2025.1653037,Senescence-driven osteonecrosis of the femoral head in the elderly—a distinct pathophysiological entity,Tong-jie Yang; Tian-Xin Chen; Yu Zhang; Ye Luo; Peng-peng Wen,2025,Frontiers in Medicine,10.3389/fmed.2025.1653037,exclude,"This paper discusses osteonecrosis of the femoral head pathophysiology and treatment concepts but does not develop, validate, or benchmark any AI/ML models to predict patient-reported outcomes (criterion 2 and 3 not met; E2).",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:17:57.512581+00:00
10.1155/2022/8319082,Postoperative Nursing and Functional Rehabilitation of Ultrasound Diagnosis of Lower Rotator Cuff Injury,Riying Hou,2022,Scanning,10.1155/2022/8319082,exclude,"E1 — wrong procedure (rotator cuff repair is shoulder surgery, not TKA or THA).",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:17:58.843578+00:00
10.1007/s00146-026-02955-5,AI and shared decision-making: a systematic review,Claudia Giorgetti; Arianna Giorgetti; Susi Pelotti; Giuseppe Contissa,2026,AI & Society,10.1007/s00146-026-02955-5,exclude,"This is a systematic review (E4 — wrong study type) that surveys AI applications in shared decision-making across multiple medical specialties; it does not develop, validate, or benchmark AI/ML models to predict PROMs following TKA or THA, nor does it focus on arthroplasty outcomes specifically.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:00.226606+00:00
10.1186/s12891-024-07876-2,Influence of hip prosthesis position on postoperative gait in symptomatic hip osteoarthritis secondary to hip dysplasia patients after primary total hip arthroplasty: a short-term follow-up study,Yiming Wang; Yu Han; Jianfeng Yang; Kai Xu; Long Cheng; Peng Xin; Jingya Liu; Haichao Ren; Xiaoyü Li; Qingqing Qi; Yan Wang; Chao Xue,2024,BMC Musculoskeletal Disorders,10.1186/s12891-024-07876-2,exclude,"E3 — The study measures gait parameters (foot progression angle, cadence, stride length, gait velocity) via biomechanical analysis but does not report any patient-reported outcome measures (PROM) such as HOOS, OHS, SF-36, EQ-5D, or similar validated instruments; additionally, E2 — no AI or machine learning methods are employed (only Pearson correlation and multiple linear regression, which are purely statistical approaches).",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:02.011475+00:00
10.3390/vetsci11120630,Automated Assessment of Pelvic Longitudinal Rotation Using Computer Vision in Canine Hip Dysplasia Screening,Pedro Franco-Gonçalo; Pedro Leite; Sofia Alves‐Pimenta; Bruno Colaço; Lio Gonçalves; Vítor Filipe; Fintan J. McEvoy; Manuel Ferreira; Mário Ginja,2024,Veterinary Sciences,10.3390/vetsci11120630,exclude,"E1 — This study concerns canine hip dysplasia screening in dogs, not human total hip arthroplasty (THA) or total knee arthroplasty (TKA) patients.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:03.275482+00:00
10.2106/jbjs.25.01291,Soft-Tissue Balance Is Still a Critical Element of Total Knee Arthroplasty,Giles R. Scuderi,2026,Journal of Bone and Joint Surgery,10.2106/jbjs.25.01291,exclude,"This is a commentary/editorial discussing robotic-assisted TKA and soft-tissue balancing techniques; it contains no original research data, develops no AI/ML models, and does not present a study predicting patient-reported outcomes (E4 — wrong study type).",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:04.867745+00:00
10.1002/ksa.70071,High survival rates and patient satisfaction 12 years after medial open wedge high tibial osteotomy surgery: A prospective cohort study,Marc‐Daniel Ahrend; Daniel Petzold; Tina Histing; Christoph Ihle; Steffen Schröter; Moritz Herbst,2025,Knee Surgery Sports Traumatology Arthroscopy,10.1002/ksa.70071,exclude,"The study focuses on high tibial osteotomy (HTO) as the primary procedure, not TKA or THA (Criterion 1 - E1: wrong procedure). Although some patients later converted to knee arthroplasty, the index procedure is osteotomy, which falls outside the scope of this review.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:06.299426+00:00
10.3390/healthcare12030377,Utility and Utilization of Patient-Reported Experience Measures for the Supplementary COVID-19 Protective Actions at the Ovidius Clinical Hospital in Romania,Bogdan C. Pana; Ciprian-Paul Radu; Florentina Furtunescu; Adrian Mociu; Nicolae Ciufu,2024,Healthcare,10.3390/healthcare12030377,exclude,"E1 — The study does not involve patients undergoing TKA or THA; it is a cross-sectional study of COVID-19 patient perceptions and protective measures at a general hospital, with no arthroplasty procedures involved.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:07.950678+00:00
10.1002/idm2.12130,Emerging advances in fluorescence imaging and phototherapy of arthritis,Xiaoxuan Wang; Jingying Dai; Cong Shao; Takashi Goto; Honglian Dai,2023,Interdisciplinary materials,10.1002/idm2.12130,exclude,"This is a review article (E4) that discusses fluorescence imaging and phototherapy for arthritis generally, with no focus on TKA/THA, no AI/ML methods, and no PROM outcomes.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:09.122211+00:00
10.3390/s26020432,Smartphone-Based Gait Assessment Captures Functional Recovery Following Total Knee Arthroplasty,Celeste A. Thai; Jakob R. Marrone; Lauren C. Tran; Britta Berg-Johansen,2026,Sensors,10.3390/s26020432,exclude,"The study measures objective gait parameters (stride length, cadence, velocity, etc.) using machine learning-enhanced smartphone sensors, but does not predict or assess any patient-reported outcome measures (PROMs such as KOOS, OKS, WOMAC, SF-36, etc.); it reports only clinical/biomechanical outcomes, failing criterion 3 (E3).",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:10.908186+00:00
10.3390/s23052734,Accelerations Recorded by Simple Inertial Measurement Units with Low Sampling Frequency Can Differentiate between Individuals with and without Knee Osteoarthritis: Implications for Remote Health Care,Arash Ghaffari; John Rasmussen; Søren Kold; Rikke Emilie Kildahl Lauritsen; Andreas Kappel; Ole Rahbek,2023,Sensors,10.3390/s23052734,exclude,"This study fails criterion 1 (wrong procedure) — it involves patients with knee osteoarthritis, not total knee arthroplasty (TKA), and fails criterion 3 (no PROM outcome) — the primary outcome is classification of OA presence/severity based on gait acceleration, not a patient-reported outcome measure.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:12.345722+00:00
10.1016/j.ocarto.2024.100465,Approaches to optimize analyses of multidimensional ordinal MRI data in osteoarthritis research: A perspective,Jamie E. Collins; Frank W. Roemer; Ali Guermazi,2024,Osteoarthritis and Cartilage Open,10.1016/j.ocarto.2024.100465,exclude,"This is a perspective/methodological paper on MRI analysis approaches for osteoarthritis research with no AI/ML models developed or validated (E2), and no patient-reported outcome measures as outcomes—only imaging-based structural assessments (E3).",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:14.029167+00:00
10.1111/hae.15004,"Haemophilic arthropathy: Diagnosis, management, and aging patient considerations",Nihal Bakeer; Walid Saied; Antonio Gavrilovski; Cindy Bailey,2024,Haemophilia,10.1111/hae.15004,exclude,"E1 — The study concerns haemophilic arthropathy management and joint health in persons with haemophilia, not patients undergoing TKA or THA as the primary focus; additionally, E2 — no AI or ML methods are described in the abstract.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:15.860076+00:00
10.1298/ptr.e10342,Reliability and Validity of Observational Gait Analysis by Physical Therapists: Possibility of Verifying Accuracy and Improving Technology in Visual Measurement of Joint Angles,Daiki MATSUZAKA; Koki WAGATSUMA; Takenori SHIMADA; Kenta IKUSHIMA; Hiroyuki FUJISAWA,2025,Physical Therapy Research,10.1298/ptr.e10342,exclude,"This study does not meet criterion 1 (no mention of TKA or THA patients) and does not meet criterion 2 (no AI/ML model development or validation—this is a reliability/validity study of physical therapist visual estimation, not a machine learning approach). Code: E1, E2.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:17.174155+00:00
10.3171/2019.4.spine.lsrs2019abstracts,2019 Lumbar Spine Research Society Annual Scientific Meeting Oral and Poster Presentations,_ _,2019,Journal of Neurosurgery Spine,10.3171/2019.4.spine.lsrs2019abstracts,exclude,"E1 — wrong procedure (lumbar spine surgery, not TKA or THA).",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:17.938270+00:00
10.3899/jrheum.2023-0216,"Canadian Rheumatology Association Meeting Quebec City Convention Centre Quebec City, Quebec, Canada February 8–11, 2023",Canadian Rheumatology Association,2023,The Journal of Rheumatology,10.3899/jrheum.2023-0216,exclude,"This is a conference meeting summary/editorial (E4 — wrong study type: conference proceedings overview without individual study data), not a research study, and contains no information about TKA/THA, AI/ML models, or PROM prediction.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:19.421083+00:00
10.3390/pr7090613,Proposal of a Learning Health System to Transform the National Health System of Spain,Rafael Carnicero; David Rojas; Ignacio Elicegui; Javier Carnicero,2019,Processes,10.3390/pr7090613,exclude,This is a health systems policy proposal paper (E4 — wrong study type: not a primary research study with data) that does not develop or validate any AI/ML model to predict patient-reported outcomes following TKA or THA.,claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:20.986493+00:00
10.1016/j.joca.2019.02.402,Text sentiment analysis for cartilage abnormalities detection from radiology reports,L. Chen; R. Shah; Thomas M. Link; Matthew D. Bucknor; Sharmila Majumdar; Valentina Pedoia,2019,Osteoarthritis and Cartilage,10.1016/j.joca.2019.02.402,exclude,"E4 — no abstract available to assess relevance; cannot verify if study meets criteria for procedure (TKA/THA), method (AI/ML for PROM prediction), and outcome (PROM).",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:22.110822+00:00
10.3389/fdmed.2024.1374883,Perspective: Advancing the science regarding temporomandibular disorders,Richard Ohrbach; Alexandre F. DaSilva; Mildred C. Embree; John W. Kusiak,2024,Frontiers in Dental Medicine,10.3389/fdmed.2024.1374883,exclude,"E1 — wrong procedure (temporomandibular disorders are not TKA or THA); also E4 — wrong study type (perspective/editorial, not a primary research study with data).",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:23.505102+00:00
10.1016/j.radi.2023.07.002,"A retrospective evaluation of supine pelvic radiography image quality using centring points and anatomical axial rotation, including reliability of measurements (ARLEX-P STUDY)",F.E. Mellor; L. Smith; Andrew England; Beverly Snaith; Philip Cosson,2023,Radiography,10.1016/j.radi.2023.07.002,exclude,"This study does not meet criterion 2 (no AI/ML method) and criterion 3 (no PROM outcome). It is a radiographic quality assessment study using only descriptive statistics and reliability measures, with no machine learning models and no patient-reported outcome measures.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:25.001070+00:00
10.7717/peerj.17509,A retrospective evaluation of individual thigh muscle volume disparities based on hip fracture types in followed-up patients: an AI-based segmentation approach using UNETR,Hyeon Su Kim; Shinjune Kim; Hyunbin Kim; Sang-Youn Song; Yonghan Cha; Jung-Taek Kim; Jin Woo Kim; Yong‐Chan Ha; Jun‐Il Yoo,2024,PeerJ,10.7717/peerj.17509,exclude,"This study uses AI (UNETR deep learning) for muscle segmentation on CT imaging, but the primary outcome is thigh muscle volume loss (a clinical/anatomical measure), not a patient-reported outcome measure (PROM) such as KOOS, HOOS, OKS, OHS, WOMAC, or similar validated instruments. Criterion 3 is not met (E3).",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:26.766860+00:00
10.1016/j.xcrm.2024.101503,Truncating NFKB1 variants cause combined NLRP3 inflammasome activation and type I interferon signaling and predispose to necrotizing fasciitis,Katariina Nurmi; Kristiina Silventoinen; Salla Keskitalo; Kristiina Rajamäki; Vesa‐Petteri Kouri; Matias Kinnunen; Sami Jalil; Rocío Maldonado; Kirmo Wartiovaara; Elma Nievas; Silvina Paola Denita-Juárez; C.J. Duncan; Outi Kuismin; Janna Saarela; Inka Romo; Timi Martelius; J. Parantainen; Arzu Beklen; Marcelina Bilicka; Sampsa Matikainen; Dan Nordström; Meri Kaustio; Ulla Wartiovaara‐Kautto; Outi Kilpivaara; Christoph Klein; Fabian Hauck; Tiina Jahkola; Timo Hautala; Markku Varjosalo; Gonçalo Barreto; Mikko Seppänen; Kari K. Eklund,2024,Cell Reports Medicine,10.1016/j.xcrm.2024.101503,exclude,"This paper concerns genetic autoinflammatory disease and immune mechanisms (criterion E1 — wrong procedure; no arthroplasty population) and does not involve TKA/THA, AI/ML models, or patient-reported outcomes.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:28.153011+00:00
10.26483/ijarcs.v16i3.7264,AUTOMATED CARE PATHWAYS: LEVERAGING AI AND EHR DATA TO PERSONALIZE TREATMENT JOURNEYS,"Sr. Cloud Solution Architect  State Compensation Insurance Fund   Riverside, CA 92507, USA; Ramprakash Kalapala",2025,International Journal of Advanced Research in Computer Science,10.26483/ijarcs.v16i3.7264,exclude,"This is a whitepaper/review article (E4) that discusses AI and EHR integration for personalized care pathways in general healthcare contexts, with no specific focus on TKA/THA procedures, no concrete ML model development or validation, and no mention of patient-reported outcome measures as primary outcomes.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:29.572057+00:00
10.1007/s11673-025-10480-1,The Geometry of Language: Understanding LLMs in Bioethics,Aníbal Monasterio Astobiza,2025,Journal of Bioethical Inquiry,10.1007/s11673-025-10480-1,exclude,"This paper does not meet any of the three required criteria—it concerns bioethical language analysis using LLMs, not AI/ML prediction of PROMs following TKA/THA (E1: wrong procedure; E2: no PROM prediction model; E3: no arthroplasty population).",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:31.089164+00:00
10.2196/84671,Use of Wearable Devices to Augment Traditional Measurements of Postoperative Outcomes Following Total Joint Arthroplasty: Systematic Review,Robert Raymond Hall III; Alexander P. Hamel; Pamela A. Chan; Hua Zheng; David C. Ayers,2026,JMIR Rehabilitation and Assistive Technologies,10.2196/84671,exclude,"This is a systematic review (E4 — wrong study type), not a primary research study developing or validating AI/ML models to predict PROMs following TKA/THA. While it discusses wearable devices and PROMs in TJA, it does not itself present an AI/ML model for PROM prediction.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:32.618150+00:00
10.1002/rcs.2656,Combining robotics and 3D printing facilitates closed reduction of humeral shaft fractures using a minimally invasive plate as a reduction template: A proof‐of‐concept study,Dapeng Liu; Jinghao Liang; Hongju Yang,2024,International Journal of Medical Robotics and Computer Assisted Surgery,10.1002/rcs.2656,exclude,"E1 — wrong procedure. This study concerns humeral shaft fractures (upper-limb fracture fixation), not total knee arthroplasty (TKA) or total hip arthroplasty (THA).",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:33.606267+00:00
10.1093/pm/pnx183,SPINE INTERVENTION SOCIETY – 2017 25TH ANNUAL MEETING RESEARCH ABSTRACTS,"Joshi, Anand; Amrhein, Timothy J.; Holmes, Megan; Talsma, Joel M.; Taylor, Andrea B.",2017,Pain Medicine,10.1093/pm/pnx183,exclude,"E1 — wrong procedure (spine intervention for cervical radiculopathy, not TKA or THA); additionally E3 — outcome is NDI (Neck Disability Index) for spine pathology, not a PROM following arthroplasty.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:35.531974+00:00
10.1017/s0266462323002659,THC volume 39 issue S1 Cover and Front matter,Wendy Babidge; Bapp Sci; Hehcp York; Egon Jonsson; Stanley Reiser; Pp,2023,International Journal of Technology Assessment in Health Care,10.1017/s0266462323002659,exclude,"E4 — This is front matter/cover material from a journal issue, not a research study with data, methods, or outcomes to evaluate.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:36.713976+00:00
10.30560/mhs.v8n2p142,Integration of Innovative Materials and Biotechnology in Joint Repair and Regeneration,Jian Chen; Aoni Xu; Zhen Yang; Ming‐Shiang Wu; Chao Song; Jun Zhou; Jing Tang; Yan Zhang,2025,Modern Health Science,10.30560/mhs.v8n2p142,exclude,"This is a review article (E4) focused on regenerative medicine, biomaterials, and stem cell therapies for joint repair, not a study developing or validating AI/ML models to predict patient-reported outcomes following TKA or THA (E2).",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:37.889067+00:00
10.1002/ksa.12403,Self‐defined former smokers consume the highest opioid quantities following knee and shoulder arthroscopy,Hassaan Abdel Khalik; Ajaykumar Shanmugaraj; Seper Ekhtiari; Nolan S. Horner; Aaron Gazendam; Nicole Simunovic; Olufemi R. Ayeni; NO PAin Investigators,2024,Knee Surgery Sports Traumatology Arthroscopy,10.1002/ksa.12403,exclude,"E1 — The study involves arthroscopic knee and shoulder surgery, not total knee arthroplasty (TKA) or total hip arthroplasty (THA), which are the specified procedures for this review.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:39.057267+00:00
10.1007/s00402-022-04509-y,Should the early surgery threshold be moved to 72 h in over-85 patients with hip fracture? A single-center retrospective evaluation on 941 patients,Alessandro De Luca; Luigi Murena; Michela Zanetti; Paolo De Colle; Chiara Ratti; Gianluca Canton,2022,Archives of Orthopaedic and Trauma Surgery,10.1007/s00402-022-04509-y,exclude,"This study does not meet criterion 2 (no AI/ML method) — it is a retrospective clinical analysis using traditional statistical methods to examine mortality outcomes in hip fracture patients, with no machine learning or artificial intelligence model development, validation, or benchmarking. Additionally, it does not meet criterion 3 (no PROM outcome) as the primary outcomes are mortality rates and clinical parameters, not patient-reported outcome measures.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:41.027188+00:00
10.1186/s12871-024-02762-9,Value of narcotrend anesthesia depth monitoring in predicting POCD in gastrointestinal tumor anesthesia block patients,Xizhong Ma; Xueli Zhao; Ruina Guo; Zhixun Hu; Jianghong Liu; Hongfeng Nie,2024,BMC Anesthesiology,10.1186/s12871-024-02762-9,exclude,"E1 — wrong procedure; this study involves gastrointestinal tumor resection under anesthesia, not total knee arthroplasty (TKA) or total hip arthroplasty (THA).",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:42.074479+00:00
10.1186/s12967-025-06215-w,Infusion of young donor plasma components in older patients modifies the immune and inflammatory response to surgical tissue injury: a randomized clinical trial,Brice Gaudillière; Lei Xue; Amy S. Tsai; Xiaoxiao Gao; Tiffany N. McAllister; Martha Tingle; Gladys Porras; Igor Feinstein; Dorien Feyaerts; Franck Verdonk; Maximilian Sabayev; Julien Hédou; Edward A. Ganio; Eloïse Berson; Martin Becker; Camilo Espinosa; Yeasul Kim; Benoit Lehallier; Esther Rawner; Chun-Miao Feng; Derek F. Amanatullah; James I. Huddleston; Stuart B. Goodman; Nima Aghaeepour; Martin S. Angst,2025,Journal of Translational Medicine,10.1186/s12967-025-06215-w,exclude,"This study fails criterion 3 (E3) — the primary outcomes are proteomic and immunological biomarkers (plasma proteins, immune cell signaling), not patient-reported outcome measures (PROMs). No PROM such as KOOS, WOMAC, OKS, or similar validated patient-reported instruments are mentioned as outcomes.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:43.537414+00:00
10.1016/j.joca.2020.02.076,"A novel structural status assessment of oa is strongly associated with all patient important outcomes - an mri study of 9,433 knees from the osteoarthritis initiative",M.A. Bowes; Katherine Kacena; Oras Alabas; Alan Brett; B. Dube; N. Bodick; Philip G. Conaghan,2020,Osteoarthritis and Cartilage,10.1016/j.joca.2020.02.076,exclude,"E4 — no abstract available to assess whether the study develops/validates AI/ML models for predicting PROMs following TKA/THA, and the title suggests an observational imaging study rather than a predictive modeling study.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:44.744439+00:00
10.1177/15500594241264892,Closed-Loop Infraslow Brain–Computer Interface can Modulate Cortical Activity and Connectivity in Individuals With Chronic Painful Knee Osteoarthritis: A Secondary Analysis of a Randomized Placebo-Controlled Clinical Trial,Jerin Mathew; Divya Bharatkumar Adhia; Mark Llewellyn Smith; Dirk De Ridder; Ramakrishnan Mani,2024,Clinical EEG and Neuroscience,10.1177/15500594241264892,exclude,"E1 — The study population has chronic knee osteoarthritis, not total knee arthroplasty (TKA). The procedure criterion requires patients who underwent TKA or THA, not conservative management of OA.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:46.668980+00:00
10.1097/md.0000000000034537,A comparison of jade moxibustion and traditional moxibustion in the treatment of knee osteoarthritis: A randomized clinical trial,Yue Yin; Lusheng Chen; Xiangyun Wang; Jing Fang; Ling Zhao; Xueyong Shen,2023,Medicine,10.1097/md.0000000000034537,exclude,"This study fails criterion 1 (E1) — it addresses knee osteoarthritis treatment with moxibustion, not total knee arthroplasty (TKA) or total hip arthroplasty (THA); it also fails criterion 2 (E2) — no AI or machine learning model is developed or applied.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:48.006148+00:00
10.1109/biocas.2017.8325142,Spectral and time-frequency domains features for quantitative lower-limb rehabilitation monitoring via wearable inertial sensors,Salvatore Tedesco; Andrea Urru; Brendan O’Flynn,2017,,10.1109/biocas.2017.8325142,exclude,"E3 — The study focuses on motor assessment and rehabilitation monitoring using wearable sensors but does not report prediction of patient-reported outcome measures (PROMs); outcomes are purely clinical/biomechanical (motor performance, limb differentiation) with no validated PROM such as KOOS, WOMAC, OKS, or similar.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:49.719807+00:00
10.3390/medsci13030128,Optimizing Recovery in Cardiac Surgery: A Narrative Review of Enhanced Recovery After Surgery Protocols and Clinical Outcomes,Arzina Jaffer; Kayleigh Yang; Alisha Ebrahim; Amy Brown; Ryaan EL‐Andari; Aleksander Dokollari; Alex Gregory; Corey Adams; William Kent; Ali Fatehi Hassanabad,2025,Medical Sciences,10.3390/medsci13030128,exclude,This is a narrative review of ERAS protocols in cardiac surgery with no AI/ML methods (E2) and no arthroplasty procedures (E1); it does not meet the inclusion criteria for procedure type or methodology.,claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:51.006107+00:00
10.1371/journal.pone.0297863,An affordable and immersive virtual reality-based exercise therapy in forward head posture,Afsoon Asadzadeh; Zahra Salahzadeh; Taha Samad‐Soltani; Peyman Rezaei‐Hachesu,2024,PLoS ONE,10.1371/journal.pone.0297863,exclude,"E1 — wrong procedure. This study concerns forward head posture (a cervical/postural condition), not total knee arthroplasty (TKA) or total hip arthroplasty (THA).",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:52.997080+00:00
10.1371/journal.pone.0315205,Goal-directed fluid therapy on the postoperative complications of laparoscopic hepatobiliary or pancreatic surgery: An interventional comparative study,Bon‐Wook Koo; Ah‐Young Oh; Hyo‐Seok Na; Jiwon Han; Hyun Jung Kim,2024,PLoS ONE,10.1371/journal.pone.0315205,exclude,"E1 — wrong procedure; this study concerns laparoscopic hepatobiliary or pancreatic surgery, not total knee arthroplasty (TKA) or total hip arthroplasty (THA).",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:54.298806+00:00
10.1302/2633-1462.71.bjo-2025-0014.r1,Evaluating methodological quality of prognostic prediction models on patient-reported outcome measurements after total hip and total knee arthroplasty,Jia Ye Lin; Pragadesh Natarajan; Victor King Liu; Deanne Jenkin; Wei‐Ju Chang; Justine Naylor; Sam Adie,2026,Bone & Joint Open,10.1302/2633-1462.71.bjo-2025-0014.r1,exclude,"This is a systematic review (E4) that evaluates the methodological quality of existing predictive models rather than developing, validating, or benchmarking AI/ML models itself to predict PROMs after THA/TKA.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:55.462059+00:00
10.1016/j.cpsurg.2024.101577,Role-reversal simulation training to enhance performance and reduce stress of endovascular scrub nurses in the operating room,Rebecca Andrea Conradsen Skov; Jonathan Lawaetz; Lars Konge; Timothy Resch; Eske Kvanner Aasvang; Christian S. Meyhoff; Lise Westerlin; Mogens Kærsgaard Jensen; Jonas Eiberg,2024,Current Problems in Surgery,10.1016/j.cpsurg.2024.101577,exclude,"This study does not meet any of the three required criteria—it involves endovascular aortic repair (EVAR), not TKA or THA (E1); it uses simulation-based education and stress measurement tools, not AI/ML models (E2); and it measures stress levels and procedural errors, not patient-reported outcome measures (E3).",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:57.416953+00:00
10.3389/fpubh.2025.1710610,Comparative effectiveness of traditional Chinese exercises for knee osteoarthritis: a systematic review and Bayesian network meta-analysis,Yuan Li; Zhe Zhai; Biao Guo; Yabin Liu; Zhen An; Qun Zhai,2026,Frontiers in Public Health,10.3389/fpubh.2025.1710610,exclude,"This is a systematic review and meta-analysis of traditional Chinese exercises for knee osteoarthritis (E4 — wrong study type: review), not a study developing or validating AI/ML models to predict PROMs (E2 — no AI/ML method). While PROMs are measured as outcomes, the study does not employ machine learning or artificial intelligence for prediction.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:18:59.651608+00:00
10.1016/j.ocarto.2025.100683,Defining and measuring varus thrust in knee osteoarthritis: A scoping review of current evidence and challenges,Vincenzo E. Di Bacco; Zaryan Masood; Joshua A.J. Keogh; Matthew C. Ruder; Fatima Gafoor; Jenny Wu; Yalda Azari; Eseoghene Orogun; Dylan Kobsar,2025,Osteoarthritis and Cartilage Open,10.1016/j.ocarto.2025.100683,exclude,"This is a scoping review (study type E4) that does not develop, validate, or benchmark AI/ML models to predict patient-reported outcomes; it is a methodological review of varus thrust assessment methods in knee OA.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:19:00.859044+00:00
10.36290/aim.2024.059,Year 2024 in review - General anaesthesia,J Bláha; Q. G. Nguyenová; Tereza Bartošová,2024,Anesteziologie a intenzivní medicína,10.36290/aim.2024.059,exclude,"E4 — This is a review article (year in review) without original data, and the abstract does not describe a study developing or validating AI/ML models to predict PROMs following TKA/THA; it only mentions AI as one of several topics reviewed in anesthesiology broadly.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:19:02.673493+00:00
10.36557/2674-8169.2024v6n6p2179-2192,A IMPORTÂNCIA DA CLASSIFICAÇÃO ASA NOS DESFECHOS CIRÚRGICOS: UM ARTIGO DE REVISÃO,Isaías Sousa Mendonça de Medeiros; Alice Dandara Lima Pinheiro Gonçalves; Bruna Raquel Luna Pedroso Santos; Ielly Caroline de Amorim Coutinho; Medson Tavares Barbalho; Ian Mendonça Dantas de Matos; Jaciele Santos da Silva Sousa; Yenne Xiomara Vasconcelos da Conceição; Rafael Silva de Sousa; Jonas Wagner De Almeida Soares; Ana Paula Costa Linhares; Mateus Oliveira Viana; Hellen Regina Araujo Machado; Lucas Rafael De Lima Moraes; Jeefferson Cordeiro de Melo,2024,Brazilian Journal of Implantology and Health Sciences,10.36557/2674-8169.2024v6n6p2179-2192,exclude,"E4 — This is a review article (systematic review of ASA classification and surgical outcomes) with no original data, no AI/ML methods, and no focus on TKA/THA or PROMs; it does not meet the study type or methodological criteria for inclusion.",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:19:04.241843+00:00
10.2147/jpr.s518072,Effect of Telemedicine-Supported Structured Exercise Program in Patients with Chronic Low Back Pain: Study Protocol for a Randomized Controlled Trial,Feng Yuan; Chengsen Jia; Huizhen Liu; Tianjie Bao; Chongyang Wang; Zezhang Wang; Jielei Huang; Yutao Jiang; Xiaoyi Wang; Ruishi Zhang; Yujia Zhang; Shaojun Zhang; Siyi Zhu; Chengqi He,2025,Journal of Pain Research,10.2147/jpr.s518072,exclude,"E1 — wrong procedure. This study concerns chronic low back pain management with exercise and telemedicine, not total knee arthroplasty (TKA) or total hip arthroplasty (THA).",claude-haiku-4-5-20251001,v1-2026-05-20,2026-05-21T15:19:05.409976+00:00
